t,bbox,ratio,conf,landmark
56.39,True,0.0294,0.825,True
56.42,True,0.0294,0.829,True
56.46,True,0.0294,0.827,True
56.49,True,0.0294,0.833,True
56.52,True,0.03,0.829,True
56.56,True,0.0294,0.813,True
56.59,True,0.0294,0.81,True
56.62,True,0.0288,0.809,True
56.66,True,0.03,0.797,True
56.69,True,0.0319,0.785,True
56.72,True,0.0306,0.778,True
56.76,True,0.03,0.806,True
56.79,True,0.0319,0.811,True
56.82,True,0.0319,0.794,True
56.86,True,0.0319,0.808,True
56.89,True,0.0306,0.816,True
56.92,True,0.0306,0.799,True
56.96,True,0.0288,0.824,True
56.99,True,0.0282,0.826,True
57.02,True,0.027,0.811,True
57.06,True,0.027,0.811,True
57.09,True,0.0276,0.824,True
57.12,True,0.0282,0.8,True
57.16,True,0.0276,0.803,True
57.19,True,0.0264,0.8,True
57.22,True,0.0282,0.803,True
57.26,True,0.0288,0.793,True
57.29,True,0.0288,0.796,True
57.32,True,0.0288,0.791,True
57.36,True,0.0282,0.783,True
57.39,True,0.0288,0.8,True
57.42,True,0.03,0.79,True
57.46,True,0.0276,0.82,True
57.49,True,0.027,0.815,True
57.52,True,0.0288,0.792,True
57.55,True,0.0306,0.821,True
57.59,True,0.0345,0.795,True
57.62,True,0.0326,0.768,True
57.66,True,0.0332,0.759,True
57.69,True,0.0373,0.781,False
57.72,True,0.0373,0.761,False
57.76,True,0.0394,0.737,False
57.79,True,0.0359,0.728,False
57.82,True,0.0339,0.774,False
57.86,True,0.0401,0.735,False
57.89,True,0.038,0.782,False
57.92,True,0.0352,0.654,False
57.96,True,0.0408,0.696,False
57.99,True,0.0394,0.734,False
58.02,True,0.0359,0.79,False
58.06,True,0.0359,0.715,False
58.09,True,0.038,0.644,False
58.12,True,0.0359,0.538,False
58.16,True,0.0387,0.45,False
58.19,True,0.038,0.456,False
58.22,True,0.038,0.414,False
58.26,True,0.0366,0.422,False
58.29,True,0.0408,0.352,False
58.32,True,0.0461,0.344,False
58.36,True,0.0446,0.352,False
58.39,True,0.0477,0.369,False
58.42,False,0.0,0.0,False
58.46,True,0.0492,0.373,False
58.49,False,0.0,0.0,False
58.52,False,0.0,0.0,False
58.55,False,0.0,0.0,False
58.59,False,0.0,0.0,False
58.62,False,0.0,0.0,False
58.66,False,0.0,0.0,False
58.69,False,0.0,0.0,False
58.72,False,0.0,0.0,False
58.76,False,0.0,0.0,False
58.79,False,0.0,0.0,False
58.82,False,0.0,0.0,False
58.86,False,0.0,0.0,False
58.89,True,0.0602,0.307,False
58.92,False,0.0,0.0,False
58.96,False,0.0,0.0,False
58.99,False,0.0,0.0,False
59.02,False,0.0,0.0,False
59.06,True,0.0567,0.386,False
59.09,True,0.0844,0.33,False
59.12,True,0.0602,0.398,False
59.16,True,0.0602,0.377,False
59.19,True,0.0782,0.312,False
59.22,False,0.0,0.0,False
59.25,False,0.0,0.0,False
59.29,False,0.0,0.0,False
59.32,False,0.0,0.0,False
59.36,False,0.0,0.0,False
59.39,False,0.0,0.0,False
59.42,False,0.0,0.0,False
59.46,False,0.0,0.0,False
59.49,False,0.0,0.0,False
59.52,False,0.0,0.0,False
59.56,False,0.0,0.0,False
59.59,False,0.0,0.0,False
59.62,False,0.0,0.0,False
59.66,False,0.0,0.0,False
59.69,False,0.0,0.0,False
59.72,False,0.0,0.0,False
59.76,False,0.0,0.0,False
59.79,False,0.0,0.0,False
59.82,False,0.0,0.0,False
59.86,False,0.0,0.0,False
59.89,False,0.0,0.0,False
59.92,True,0.0656,0.302,False
59.96,True,0.0611,0.335,False
59.99,True,0.0703,0.322,False
